system:index,Admin_unit,BD_reported_combined,BD_reported_g_cm3,BD_reported_g_cm3_mean,BD_reported_g_cm3_sd,BD_reported_g_cm3_se,Conv_factor,Core,Country,Data_type,Depth_to_bedrock_m,ECU,Habitat_type,Horizon_bin_cm,Horizon_mid_depth_cm,Human_modification,L_depth_m,Lat_Long,M2Tide,Method,N_perc,Notes,OC_from_SOM_our_eq,OC_obs_est,OC_perc,OC_perc_combined,OC_perc_final,OC_perc_mean,OC_perc_sd,OC_perc_se,Original_source,PETdry,PETwarm,Plot,SLR_zone,SOM_perc,SOM_perc_Heiri,SOM_perc_combined,SOM_perc_mean,SOM_perc_sd,Site,Site_name,Soil_type,Source,TSM,Time_replicate,Treatment,U_depth_m,Year_collected,Year_collected_end,accuracy_code,accuracy_flag,copernicus_elevation,copernicus_slope,maxTemp,minPrecip,minTemp,n_cores,ndvi_med,ndvi_stdev,popDens,.geo
000000000000000004da,New Jersey,0.4000476,0.4000476,NA,NA,NA,NA,FM01,United States,Core-level,NA,5.0,marsh,0-15cm,5,0.3256226181983948,0.1,39.5073_-74.42415,56.53631591796875,EA,NA,NA,NA,Observed,8.978,8.978,8.978,NA,NA,NA,Drake et al 2015,68.0,141.0,NA,2.0,NA,NA,NA,NA,NA,NA,Drake et al 2015 FM01,NA,CCRCN,8.6961669921875,NA,NA,0.0,NA,NA,1,direct from dataset,0.1753797084093094,0.4536994397640228,286.0,73.0,-41.0,NA,0.13071055710315704,0.06389468908309937,0.17564991116523743,"{""type"":""Point"",""coordinates"":[-74.4241490087257,39.50730090095147]}"
000000000000000004db,New Jersey,0.408722,0.408722,NA,NA,NA,NA,FM02,United States,Core-level,NA,5.0,marsh,0-15cm,5,0.32446175813674927,0.1,39.50747_-74.4238,56.53487777709961,EA,NA,NA,NA,Observed,7.912,7.912,7.912,NA,NA,NA,Drake et al 2015,68.0,141.0,NA,2.0,NA,NA,NA,NA,NA,NA,Drake et al 2015 FM02,NA,CCRCN,8.714421272277832,NA,NA,0.0,NA,NA,1,direct from dataset,0.08510898798704147,0.372901976108551,286.0,73.0,-41.0,NA,0.12045910209417343,0.06746775656938553,0.17564989626407623,"{""type"":""Point"",""coordinates"":[-74.42379673974249,39.50747034679151]}"
000000000000000004dc,New Jersey,0.3016626,0.3016626,NA,NA,NA,NA,FM03,United States,Core-level,NA,5.0,marsh,0-15cm,5,0.32343706488609314,0.1,39.50747_-74.42352,56.53400421142578,EA,NA,NA,NA,Observed,10.646,10.646,10.646,NA,NA,NA,Drake et al 2015,68.0,141.0,NA,2.0,NA,NA,NA,NA,NA,NA,Drake et al 2015 FM03,NA,CCRCN,8.712628364562988,NA,NA,0.0,NA,NA,1,direct from dataset,-0.0225080493837595,0.5061015486717224,286.0,73.0,-41.0,NA,0.15367808938026428,0.07396969199180603,0.17564989626407623,"{""type"":""Point"",""coordinates"":[-74.42352473457824,39.507470346791514]}"
000000000000000004dd,New Jersey,0.2789697,0.2789697,NA,NA,NA,NA,FM04,United States,Core-level,NA,5.0,marsh,0-15cm,5,0.325486421585083,0.1,39.50742_-74.42403,56.53575134277344,EA,NA,NA,NA,Observed,11.414,11.414,11.414,NA,NA,NA,Drake et al 2015,68.0,141.0,NA,2.0,NA,NA,NA,NA,NA,NA,Drake et al 2015 FM04,NA,CCRCN,8.716215133666992,NA,NA,0.0,NA,NA,1,direct from dataset,0.24030578136444092,0.19272463023662567,286.0,73.0,-41.0,NA,0.09624212980270386,0.060894452035427094,0.17564989626407623,"{""type"":""Point"",""coordinates"":[-74.42402861299728,39.507421296679915]}"
000000000000000004de,New Jersey,0.4285932,0.4285932,NA,NA,NA,NA,FM05,United States,Core-level,NA,5.0,marsh,0-15cm,5,0.3224124014377594,0.1,39.50763_-74.42333,56.53313064575195,EA,NA,NA,NA,Observed,7.06,7.06,7.06,NA,NA,NA,Drake et al 2015,68.0,141.0,NA,2.0,NA,NA,NA,NA,NA,NA,Drake et al 2015 FM05,NA,CCRCN,8.710834503173828,NA,NA,0.0,NA,NA,1,direct from dataset,-0.09104675054550171,0.5971083045005798,286.0,73.0,-41.0,NA,0.14747413992881775,0.07178808003664017,0.17564989626407623,"{""type"":""Point"",""coordinates"":[-74.42333299323293,39.50763087442943]}"
000000000000000004df,New Jersey,0.6011625,0.6011625,NA,NA,NA,NA,FM06,United States,Core-level,NA,5.0,marsh,0-15cm,5,0.3225468099117279,0.1,39.50733_-74.42332,56.53369140625,EA,NA,NA,NA,Observed,5.922,5.922,5.922,NA,NA,NA,Drake et al 2015,68.0,141.0,NA,2.0,NA,NA,NA,NA,NA,NA,Drake et al 2015 FM06,NA,CCRCN,8.690348625183105,NA,NA,0.0,NA,NA,1,direct from dataset,-0.16532333195209503,0.3261074423789978,286.0,73.0,-41.0,NA,0.12936106324195862,0.06130443885922432,0.17564989626407623,"{""type"":""Point"",""coordinates"":[-74.42331515682872,39.507332114658844]}"
000000000000000004e0,New Jersey,0.4624759,0.4624759,NA,NA,NA,NA,FM07,United States,Core-level,NA,5.0,marsh,0-15cm,5,0.3225468099117279,0.1,39.50718_-74.4232,56.53369140625,EA,NA,NA,NA,Observed,7.287,7.287,7.287,NA,NA,NA,Drake et al 2015,68.0,141.0,NA,2.0,NA,NA,NA,NA,NA,NA,Drake et al 2015 FM07,NA,CCRCN,8.690348625183105,NA,NA,0.0,NA,NA,1,direct from dataset,-0.16532333195209503,0.3261074423789978,286.0,73.0,-41.0,NA,0.12936106324195862,0.06130443885922432,0.17564989626407623,"{""type"":""Point"",""coordinates"":[-74.42320367930238,39.50718050522303]}"
000000000000000004e1,New Jersey,0.3147491,0.3147491,NA,NA,NA,NA,FM08,United States,Core-level,NA,5.0,marsh,0-15cm,5,0.32165539264678955,0.1,39.50695_-74.42303,56.533382415771484,EA,NA,NA,NA,Observed,9.08,9.08,9.08,NA,NA,NA,Drake et al 2015,68.0,141.0,NA,2.0,NA,NA,NA,NA,NA,NA,Drake et al 2015 FM08,NA,CCRCN,8.667778968811035,NA,NA,0.0,NA,NA,1,direct from dataset,-0.3090968728065491,0.2143261581659317,286.0,73.0,-41.0,NA,0.1197311207652092,0.05865810811519623,0.17564989626407623,"{""type"":""Point"",""coordinates"":[-74.42302531526025,39.50694863196825]}"
000000000000000004e2,New Jersey,0.3012725,0.3012725,NA,NA,NA,NA,FM09,United States,Core-level,NA,5.0,marsh,0-15cm,5,0.3228156566619873,0.1,39.50677_-74.42315,56.534820556640625,EA,NA,NA,NA,Observed,12.132,12.132,12.132,NA,NA,NA,Drake et al 2015,68.0,141.0,NA,2.0,NA,NA,NA,NA,NA,NA,Drake et al 2015 FM09,NA,CCRCN,8.649377822875977,NA,NA,0.0,NA,NA,1,direct from dataset,-0.33557045459747314,0.10007530450820923,286.0,73.0,-41.0,NA,0.1257118135690689,0.0634581670165062,0.17564991116523743,"{""type"":""Point"",""coordinates"":[-74.42315017008974,39.50677026792612]}"
000000000000000004e3,New Jersey,0.3317627,0.3317627,NA,NA,NA,NA,FM10,United States,Core-level,NA,5.0,marsh,0-15cm,5,0.3250041604042053,0.1,39.50643_-74.42378,56.537132263183594,EA,NA,NA,NA,Observed,10.585,10.585,10.585,NA,NA,NA,Drake et al 2015,68.0,141.0,NA,2.0,NA,NA,NA,NA,NA,NA,Drake et al 2015 FM10,NA,CCRCN,8.633645057678223,NA,NA,0.0,NA,NA,1,direct from dataset,-0.03397594392299652,0.309126615524292,286.0,73.0,-41.0,NA,0.10464844107627869,0.05136242136359215,0.17564991116523743,"{""type"":""Point"",""coordinates"":[-74.42378336243932,39.50643137624605]}"
000000000000000004e4,New Jersey,0.1268901,0.1268901,NA,NA,NA,NA,FU01,United States,Core-level,NA,5.0,marsh,0-15cm,5,0.1838749200105667,0.1,39.53547_-74.42715,56.489158630371094,EA,NA,NA,NA,Observed,26.814,26.814,26.814,NA,NA,NA,Drake et al 2015,69.0,143.0,NA,2.0,NA,NA,NA,NA,NA,NA,Drake et al 2015 FU01,NA,CCRCN,10.480531692504883,NA,NA,0.0,NA,NA,1,direct from dataset,-0.04857437312602997,0.3836475610733032,288.0,74.0,-43.0,NA,0.1898781806230545,0.08646760880947113,0.0,"{""type"":""Point"",""coordinates"":[-74.42714552463363,39.53546904230608]}"
000000000000000004e5,New Jersey,0.1630709,0.1630709,NA,NA,NA,NA,FU02,United States,Core-level,NA,5.0,marsh,0-15cm,5,0.18301089107990265,0.1,39.53543_-74.42692,56.488365173339844,EA,NA,NA,NA,Observed,21.356,21.356,21.356,NA,NA,NA,Drake et al 2015,69.0,143.0,NA,2.0,NA,NA,NA,NA,NA,NA,Drake et al 2015 FU02,NA,CCRCN,10.491141319274902,NA,NA,0.0,NA,NA,1,direct from dataset,0.21242858469486237,0.4145110845565796,288.0,74.0,-43.0,NA,0.1920507550239563,0.08962121605873108,0.0,"{""type"":""Point"",""coordinates"":[-74.4269181104799,39.53542891039661]}"
000000000000000004e6,New Jersey,0.2219484,0.2219484,NA,NA,NA,NA,FU03,United States,Core-level,NA,5.0,marsh,0-15cm,5,0.1821468621492386,0.1,39.53542_-74.42675,56.48757553100586,EA,NA,NA,NA,Observed,18.381,18.381,18.381,NA,NA,NA,Drake et al 2015,69.0,143.0,NA,2.0,NA,NA,NA,NA,NA,NA,Drake et al 2015 FU03,NA,CCRCN,10.501751899719238,NA,NA,0.0,NA,NA,1,direct from dataset,-0.03183155134320259,0.33995720744132996,288.0,74.0,-43.0,NA,0.19065523147583008,0.0954117700457573,0.0,"{""type"":""Point"",""coordinates"":[-74.42674866463987,39.535419992194505]}"
000000000000000004e7,New Jersey,0.1899898,0.1899898,NA,NA,NA,NA,FU04,United States,Core-level,NA,5.0,marsh,0-15cm,5,0.1821468621492386,0.1,39.53555_-74.42672,56.48757553100586,EA,NA,NA,NA,Observed,18.216,18.216,18.216,NA,NA,NA,Drake et al 2015,69.0,143.0,NA,2.0,NA,NA,NA,NA,NA,NA,Drake et al 2015 FU04,NA,CCRCN,10.501751899719238,NA,NA,0.0,NA,NA,1,direct from dataset,-0.03183155134320259,0.33995720744132996,288.0,74.0,-43.0,NA,0.19065523147583008,0.0954117700457573,0.0,"{""type"":""Point"",""coordinates"":[-74.4267174509325,39.535549306125056]}"
000000000000000004e8,New Jersey,0.1413352,0.1413352,NA,NA,NA,NA,FU05,United States,Core-level,NA,5.0,marsh,0-15cm,5,0.18100506067276,0.1,39.53567_-74.42677,56.487083435058594,EA,NA,NA,NA,Observed,23.559,23.559,23.559,NA,NA,NA,Drake et al 2015,69.0,143.0,NA,2.0,NA,NA,NA,NA,NA,NA,Drake et al 2015 FU05,NA,CCRCN,10.504833221435547,NA,NA,0.0,NA,NA,1,direct from dataset,-0.0568925105035305,0.49409013986587524,288.0,74.0,-43.0,NA,0.18609921634197235,0.09813983738422394,0.0,"{""type"":""Point"",""coordinates"":[-74.42677096014513,39.5356697018535]}"
000000000000000004e9,New Jersey,0.1423384,0.1423384,NA,NA,NA,NA,FU06,United States,Core-level,NA,5.0,marsh,0-15cm,5,0.18100506067276,0.1,39.53575_-74.4266,56.487083435058594,EA,NA,NA,NA,Observed,22.616,22.616,22.616,NA,NA,NA,Drake et al 2015,69.0,143.0,NA,2.0,NA,NA,NA,NA,NA,NA,Drake et al 2015 FU06,NA,CCRCN,10.504833221435547,NA,NA,0.0,NA,NA,1,direct from dataset,-0.0568925105035305,0.49409013986587524,288.0,74.0,-43.0,NA,0.18609921634197235,0.09813983738422394,0.0,"{""type"":""Point"",""coordinates"":[-74.42659705520406,39.535749965672466]}"
000000000000000004ea,New Jersey,0.1523584,0.1523584,NA,NA,NA,NA,FU07,United States,Core-level,NA,5.0,marsh,0-15cm,5,0.18301089107990265,0.1,39.53552_-74.427,56.488365173339844,EA,NA,NA,NA,Observed,22.757,22.757,22.757,NA,NA,NA,Drake et al 2015,69.0,143.0,NA,2.0,NA,NA,NA,NA,NA,NA,Drake et al 2015 FU07,NA,CCRCN,10.491141319274902,NA,NA,0.0,NA,NA,1,direct from dataset,0.21242858469486237,0.4145110845565796,288.0,74.0,-43.0,NA,0.1920507550239563,0.08962121605873108,0.0,"{""type"":""Point"",""coordinates"":[-74.42700283339992,39.535518092417675]}"
000000000000000004eb,New Jersey,0.1437392,0.1437392,NA,NA,NA,NA,FU08,United States,Core-level,NA,5.0,marsh,0-15cm,5,0.18415938317775726,0.1,39.53527_-74.4269,56.488861083984375,EA,NA,NA,NA,Observed,21.838,21.838,21.838,NA,NA,NA,Drake et al 2015,69.0,143.0,NA,2.0,NA,NA,NA,NA,NA,NA,Drake et al 2015 FU08,NA,CCRCN,10.48794937133789,NA,NA,0.0,NA,NA,1,direct from dataset,-0.12367065250873566,0.30031049251556396,288.0,74.0,-43.0,NA,0.17945803701877594,0.0813639909029007,0.0,"{""type"":""Point"",""coordinates"":[-74.42690473317674,39.53527284185974]}"
000000000000000004ec,New Jersey,0.1912961,0.1912961,NA,NA,NA,NA,FU09,United States,Core-level,NA,5.0,marsh,0-15cm,5,0.1821468621492386,0.1,39.53547_-74.42675,56.48757553100586,EA,NA,NA,NA,Observed,19.992,19.992,19.992,NA,NA,NA,Drake et al 2015,69.0,143.0,NA,2.0,NA,NA,NA,NA,NA,NA,Drake et al 2015 FU09,NA,CCRCN,10.501751899719238,NA,NA,0.0,NA,NA,1,direct from dataset,-0.03183155134320259,0.33995720744132996,288.0,74.0,-43.0,NA,0.19065523147583008,0.0954117700457573,0.0,"{""type"":""Point"",""coordinates"":[-74.42674866463987,39.53546904230609]}"
000000000000000004ed,New Jersey,0.2037332,0.2037332,NA,NA,NA,NA,FU10,United States,Core-level,NA,5.0,marsh,0-15cm,5,0.1821468621492386,0.1,39.53545_-74.4267,56.48757553100586,EA,NA,NA,NA,Observed,19.848,19.848,19.848,NA,NA,NA,Drake et al 2015,69.0,143.0,NA,2.0,NA,NA,NA,NA,NA,NA,Drake et al 2015 FU10,NA,CCRCN,10.501751899719238,NA,NA,0.0,NA,NA,1,direct from dataset,-0.03183155134320259,0.33995720744132996,288.0,74.0,-43.0,NA,0.19065523147583008,0.0954117700457573,0.0,"{""type"":""Point"",""coordinates"":[-74.42669515542723,39.53545120590188]}"
000000000000000004ee,Massachusetts,0.12586,0.12586,NA,NA,NA,NA,PRM01,United States,Core-level,NA,13.0,marsh,0-15cm,5,0.6081070303916931,0.1,42.76325_-70.80673,129.1761474609375,EA,NA,NA,NA,Observed,26.601,26.601,26.601,NA,NA,NA,Drake et al 2015,145.0,145.0,NA,2.0,NA,NA,NA,NA,NA,NA,Drake et al 2015 PRM01,NA,CCRCN,1.888032078742981,NA,NA,0.0,NA,NA,1,direct from dataset,0.530160129070282,0.2190757542848587,276.0,80.0,-88.0,NA,0.1191227063536644,0.06676452606916428,0.05509413778781891,"{""type"":""Point"",""coordinates"":[-70.80673003372407,42.763247308156586]}"
000000000000000004ef,Massachusetts,0.1951134,0.1951134,NA,NA,NA,NA,PRM02,United States,Core-level,NA,13.0,marsh,0-15cm,5,0.6081070303916931,0.1,42.76318_-70.80672,129.1761474609375,EA,NA,NA,NA,Observed,20.556,20.556,20.556,NA,NA,NA,Drake et al 2015,145.0,145.0,NA,2.0,NA,NA,NA,NA,NA,NA,Drake et al 2015 PRM02,NA,CCRCN,1.888032078742981,NA,NA,0.0,NA,NA,1,direct from dataset,0.530160129070282,0.2190757542848587,276.0,80.0,-88.0,NA,0.1191227063536644,0.06676452606916428,0.05509413778781891,"{""type"":""Point"",""coordinates"":[-70.8067166564209,42.763180421640776]}"
000000000000000004f0,Massachusetts,0.1580383,0.1580383,NA,NA,NA,NA,PRM03,United States,Core-level,NA,13.0,marsh,30-50cm,45.5,0.6095916032791138,0.6,42.76308_-70.80677,129.176513671875,EA,NA,NA,NA,Observed,19.041,19.041,19.041,NA,NA,NA,Drake et al 2015,145.0,145.0,NA,2.0,NA,NA,NA,NA,NA,NA,Drake et al 2015 PRM03,NA,CCRCN,1.899248480796814,NA,NA,0.31,NA,NA,1,direct from dataset,0.3470819592475891,0.6589438319206238,276.0,80.0,-88.0,NA,0.11262087523937225,0.0592225156724453,0.05509413778781891,"{""type"":""Point"",""coordinates"":[-70.80677016563355,42.763082321417606]}"
000000000000000004f1,Massachusetts,0.1440407,0.1440407,NA,NA,NA,NA,PRM04,United States,Core-level,NA,13.0,marsh,0-15cm,5,0.6076580882072449,0.1,42.76298_-70.8067,129.17640686035156,EA,NA,NA,NA,Observed,14.584,14.584,14.584,NA,NA,NA,Drake et al 2015,145.0,145.0,NA,2.0,NA,NA,NA,NA,NA,NA,Drake et al 2015 PRM04,NA,CCRCN,1.8932881355285645,NA,NA,0.0,NA,NA,1,direct from dataset,0.4757896959781647,0.44120359420776367,276.0,80.0,-88.0,NA,0.11262087523937225,0.0592225156724453,0.05509413778781891,"{""type"":""Point"",""coordinates"":[-70.80670327911774,42.76297976209338]}"
000000000000000004f2,Massachusetts,0.1255433,0.1255433,NA,NA,NA,NA,PRM05,United States,Core-level,NA,13.0,marsh,0-15cm,5,0.6095916032791138,0.1,42.76293_-70.80683,129.176513671875,EA,NA,NA,NA,Observed,18.721,18.721,18.721,NA,NA,NA,Drake et al 2015,145.0,145.0,NA,2.0,NA,NA,NA,NA,NA,NA,Drake et al 2015 PRM05,NA,CCRCN,1.899248480796814,NA,NA,0.0,NA,NA,1,direct from dataset,0.3470819592475891,0.6589438319206238,276.0,80.0,-88.0,NA,0.11262087523937225,0.0592225156724453,0.05509413778781891,"{""type"":""Point"",""coordinates"":[-70.8068325930483,42.76293071198179]}"
000000000000000004f3,Massachusetts,0.2151014,0.2151014,NA,NA,NA,NA,PRM06,United States,Core-level,NA,13.0,marsh,0-15cm,5,0.6086070537567139,0.1,42.76258_-70.80678,129.1770477294922,EA,NA,NA,NA,Observed,16.96,16.96,16.96,NA,NA,NA,Drake et al 2015,145.0,145.0,NA,2.0,NA,NA,NA,NA,NA,NA,Drake et al 2015 PRM06,NA,CCRCN,1.9098470211029053,NA,NA,0.0,NA,NA,1,direct from dataset,0.3318883776664734,0.6429890394210815,276.0,80.0,-88.0,NA,0.14688897132873535,0.0775027647614479,0.05509414151310921,"{""type"":""Point"",""coordinates"":[-70.80677908383565,42.76258290209962]}"
000000000000000004f4,Massachusetts,0.1126883,0.1126883,NA,NA,NA,NA,PRM07,United States,Core-level,NA,13.0,marsh,0-15cm,5,0.6086070537567139,0.1,42.76248_-70.80687,129.1770477294922,EA,NA,NA,NA,Observed,25.635,25.635,25.635,NA,NA,NA,Drake et al 2015,145.0,145.0,NA,2.0,NA,NA,NA,NA,NA,NA,Drake et al 2015 PRM07,NA,CCRCN,1.9098470211029053,NA,NA,0.0,NA,NA,1,direct from dataset,0.3318883776664734,0.6429890394210815,276.0,80.0,-88.0,NA,0.14688897132873535,0.0775027647614479,0.05509414151310921,"{""type"":""Point"",""coordinates"":[-70.80686826585672,42.76248034277538]}"
000000000000000004f5,Massachusetts,0.1665065,0.1665065,NA,NA,NA,NA,PRM08,United States,Core-level,NA,13.0,marsh,0-15cm,5,0.6067602634429932,0.1,42.76248_-70.80673,129.1769256591797,EA,NA,NA,NA,Observed,21.391,21.391,21.391,NA,NA,NA,Drake et al 2015,145.0,145.0,NA,2.0,NA,NA,NA,NA,NA,NA,Drake et al 2015 PRM08,NA,CCRCN,1.903800129890442,NA,NA,0.0,NA,NA,1,direct from dataset,0.46125301718711853,0.6745758056640625,276.0,80.0,-88.0,NA,0.14688897132873535,0.0775027647614479,0.05509414151310921,"{""type"":""Point"",""coordinates"":[-70.80673003372407,42.76248034277539]}"
000000000000000004f6,Massachusetts,0.106633,0.106633,NA,NA,NA,NA,PRM09,United States,Core-level,NA,13.0,marsh,0-15cm,5,0.605319082736969,0.1,42.76265_-70.80625,129.1765594482422,EA,NA,NA,NA,Observed,22.987,22.987,22.987,NA,NA,NA,Drake et al 2015,145.0,145.0,NA,2.0,NA,NA,NA,NA,NA,NA,Drake et al 2015 PRM09,NA,CCRCN,1.892540454864502,NA,NA,0.0,NA,NA,1,direct from dataset,0.7307827472686768,0.7112880945205688,276.0,80.0,-88.0,NA,0.11592839658260345,0.0690954327583313,0.05509414151310921,"{""type"":""Point"",""coordinates"":[-70.80625290991135,42.76264978861542]}"
000000000000000004f7,Massachusetts,0.2538782,0.2538782,NA,NA,NA,NA,PRM10,United States,Core-level,NA,13.0,marsh,0-15cm,5,0.6037911772727966,0.1,42.76303_-70.80612,129.17617797851562,EA,NA,NA,NA,Observed,17.199,17.199,17.199,NA,NA,NA,Drake et al 2015,145.0,145.0,NA,2.0,NA,NA,NA,NA,NA,NA,Drake et al 2015 PRM10,NA,CCRCN,1.8813672065734863,NA,NA,0.0,NA,NA,1,direct from dataset,0.5398657321929932,0.4920700490474701,276.0,80.0,-88.0,NA,0.14181627333164215,0.06458786129951477,0.05509414151310921,"{""type"":""Point"",""coordinates"":[-70.8061235959808,42.763028812204965]}"
000000000000000004f8,Massachusetts,0.2336299,0.2336299,NA,NA,NA,NA,PRU01,United States,Core-level,NA,16.0,marsh,0-15cm,5,0.6854453086853027,0.1,42.78232_-70.81057,129.15679931640625,EA,NA,NA,NA,Observed,15.28,15.28,15.28,NA,NA,NA,Drake et al 2015,146.0,146.0,NA,2.0,NA,NA,NA,NA,NA,NA,Drake et al 2015 PRU01,NA,CCRCN,2.1768734455108643,NA,NA,0.0,NA,NA,1,direct from dataset,0.18700174987316132,0.26555168628692627,277.0,79.0,-88.0,NA,0.16654005646705627,0.09837430715560913,0.0550941601395607,"{""type"":""Point"",""coordinates"":[-70.8105693197311,42.782318883362166]}"
000000000000000004f9,Massachusetts,0.393135,0.393135,NA,NA,NA,NA,PRU02,United States,Core-level,NA,16.0,marsh,0-15cm,5,0.6921380758285522,0.1,42.78227_-70.81105,129.15670776367188,EA,NA,NA,NA,Observed,8.896,8.896,8.896,NA,NA,NA,Drake et al 2015,146.0,146.0,NA,2.0,NA,NA,NA,NA,NA,NA,Drake et al 2015 PRU02,NA,CCRCN,2.191776752471924,NA,NA,0.0,NA,NA,1,direct from dataset,0.11895601451396942,0.4574218690395355,277.0,79.0,-88.0,NA,0.17503465712070465,0.0813756212592125,0.0550941601395607,"{""type"":""Point"",""coordinates"":[-70.81105090264485,42.78226983325058]}"
000000000000000004fa,Massachusetts,0.3109338,0.3109338,NA,NA,NA,NA,PRU03,United States,Core-level,NA,16.0,marsh,0-15cm,5,0.6884168982505798,0.1,42.78223_-70.81093,129.15704345703125,EA,NA,NA,NA,Observed,9.264,9.264,9.264,NA,NA,NA,Drake et al 2015,146.0,146.0,NA,2.0,NA,NA,NA,NA,NA,NA,Drake et al 2015 PRU03,NA,CCRCN,2.1796445846557617,NA,NA,0.0,NA,NA,1,direct from dataset,0.6071974635124207,0.4745275378227234,277.0,79.0,-88.0,NA,0.18206657469272614,0.09401658177375793,0.0550941564142704,"{""type"":""Point"",""coordinates"":[-70.8109305069164,42.78222970134111]}"
000000000000000004fb,Massachusetts,0.2474576,0.2474576,NA,NA,NA,NA,PRU04,United States,Core-level,NA,16.0,marsh,0-15cm,5,0.6854453086853027,0.1,42.78228_-70.81065,129.15679931640625,EA,NA,NA,NA,Observed,15.414,15.414,15.414,NA,NA,NA,Drake et al 2015,146.0,146.0,NA,2.0,NA,NA,NA,NA,NA,NA,Drake et al 2015 PRU04,NA,CCRCN,2.1768734455108643,NA,NA,0.0,NA,NA,1,direct from dataset,0.18700174987316132,0.26555168628692627,277.0,79.0,-88.0,NA,0.16654005646705627,0.09837430715560913,0.0550941601395607,"{""type"":""Point"",""coordinates"":[-70.8106540426511,42.782278751452694]}"
000000000000000004fc,Massachusetts,0.1883449,0.1883449,NA,NA,NA,NA,PRU05,United States,Core-level,NA,16.0,marsh,0-15cm,5,0.6854453086853027,0.1,42.78232_-70.81068,129.15679931640625,EA,NA,NA,NA,Observed,13.901,13.901,13.901,NA,NA,NA,Drake et al 2015,146.0,146.0,NA,2.0,NA,NA,NA,NA,NA,NA,Drake et al 2015 PRU05,NA,CCRCN,2.1768734455108643,NA,NA,0.0,NA,NA,1,direct from dataset,0.18700174987316132,0.26555168628692627,277.0,79.0,-88.0,NA,0.16654005646705627,0.09837430715560913,0.0550941601395607,"{""type"":""Point"",""coordinates"":[-70.81067633815637,42.782318883362166]}"
000000000000000004fd,Massachusetts,0.1884219,0.1884219,NA,NA,NA,NA,PRU06,United States,Core-level,NA,16.0,marsh,0-15cm,5,0.682098925113678,0.1,42.78232_-70.8104,129.15684509277344,EA,NA,NA,NA,Observed,14.077,14.077,14.077,NA,NA,NA,Drake et al 2015,146.0,146.0,NA,2.0,NA,NA,NA,NA,NA,NA,Drake et al 2015 PRU06,NA,CCRCN,2.169421911239624,NA,NA,0.0,NA,NA,1,direct from dataset,0.35667476058006287,0.4902300238609314,277.0,79.0,-88.0,NA,0.16692882776260376,0.09302297234535217,0.0550941564142704,"{""type"":""Point"",""coordinates"":[-70.81039987389104,42.78231888336217]}"
000000000000000004fe,Massachusetts,0.1771472,0.1771472,NA,NA,NA,NA,PRU07,United States,Core-level,NA,16.0,marsh,0-15cm,5,0.6787525415420532,0.1,42.78247_-70.81018,129.15689086914062,EA,NA,NA,NA,Observed,20.804,20.804,20.804,NA,NA,NA,Drake et al 2015,146.0,146.0,NA,2.0,NA,NA,NA,NA,NA,NA,Drake et al 2015 PRU07,NA,CCRCN,2.161970376968384,NA,NA,0.0,NA,NA,1,direct from dataset,0.5320227742195129,0.48404461145401,277.0,79.0,-88.0,NA,0.16692882776260376,0.09302297234535217,0.0550941564142704,"{""type"":""Point"",""coordinates"":[-70.81018137793943,42.782470492798]}"
000000000000000004ff,Massachusetts,0.1680932,0.1680932,NA,NA,NA,NA,PRU08,United States,Core-level,NA,16.0,marsh,0-15cm,5,0.6787525415420532,0.1,42.78235_-70.8101,129.15689086914062,EA,NA,NA,NA,Observed,21.632,21.632,21.632,NA,NA,NA,Drake et al 2015,146.0,146.0,NA,2.0,NA,NA,NA,NA,NA,NA,Drake et al 2015 PRU08,NA,CCRCN,2.161970376968384,NA,NA,0.0,NA,NA,1,direct from dataset,0.5320227742195129,0.48404461145401,277.0,79.0,-88.0,NA,0.16692882776260376,0.09302297234535217,0.0550941564142704,"{""type"":""Point"",""coordinates"":[-70.81009665501942,42.782350097069546]}"
00000000000000000500,Massachusetts,0.2891503,0.2891503,NA,NA,NA,NA,PRU09,United States,Core-level,NA,16.0,marsh,15-30cm,20.5,0.6754061579704285,0.3,42.7825_-70.8099,129.1569366455078,EA,NA,NA,NA,Observed,16.997,16.997,16.997,NA,NA,NA,Drake et al 2015,146.0,146.0,NA,2.0,NA,NA,NA,NA,NA,NA,Drake et al 2015 PRU09,NA,CCRCN,2.1545186042785645,NA,NA,0.11,NA,NA,1,direct from dataset,0.5995544791221619,0.2234765589237213,277.0,79.0,-88.0,NA,0.16474850475788116,0.09103965759277344,0.0550941564142704,"{""type"":""Point"",""coordinates"":[-70.80990045457307,42.782501706505364]}"
00000000000000000501,Massachusetts,0.1090674,0.1090674,NA,NA,NA,NA,PRU10,United States,Core-level,NA,16.0,marsh,0-15cm,5,0.6787525415420532,0.1,42.78248_-70.81013,129.15689086914062,EA,NA,NA,NA,Observed,25.251,25.251,25.251,NA,NA,NA,Drake et al 2015,146.0,146.0,NA,2.0,NA,NA,NA,NA,NA,NA,Drake et al 2015 PRU10,NA,CCRCN,2.161970376968384,NA,NA,0.0,NA,NA,1,direct from dataset,0.5320227742195129,0.48404461145401,277.0,79.0,-88.0,NA,0.16692882776260376,0.09302297234535217,0.0550941564142704,"{""type"":""Point"",""coordinates"":[-70.8101278687268,42.7824794110001]}"
