system:index,Admin_unit,BD_reported_combined,BD_reported_g_cm3,BD_reported_g_cm3_mean,BD_reported_g_cm3_sd,BD_reported_g_cm3_se,Conv_factor,Core,Country,DOI,Data_type,Depth_to_bedrock_m,ECU,Habitat_type,Horizon_bin_cm,Horizon_mid_depth_cm,Human_modification,L_depth_m,Lat_Long,M2Tide,Method,N_perc,Notes,OC_from_SOM_our_eq,OC_obs_est,OC_perc,OC_perc_combined,OC_perc_final,OC_perc_mean,OC_perc_sd,OC_perc_se,Original_source,PETdry,PETwarm,Plot,SLR_zone,SOM_perc,SOM_perc_Heiri,SOM_perc_combined,SOM_perc_mean,SOM_perc_sd,Site,Site_name,Soil_type,Source,TSM,Time_replicate,Treatment,U_depth_m,Year_collected,Year_collected_end,accuracy_code,accuracy_flag,copernicus_elevation,copernicus_slope,maxPrecip,maxTemp,minPrecip,minTemp,n_cores,ndvi_med,ndvi_stdev,popDens,.geo
000000000000000007fd,Oregon,0.056,0.056,NA,NA,NA,NA,BM05,United States,NA,Core-level,NA,6.0,marsh,0-15cm,0.5,0.40977942943573,0.01,43.14014_-124.4024,79.03303527832031,EA,NA,NA,7.26082592872006,Estimated (our equation),NA,NA,7.26082592872006,NA,NA,NA,Thorne et al 2015,107.0,99.0,NA,2.0,17.2043,NA,17.2043,NA,NA,NA,Thorne et al 2015 BM05,NA,CCRCN,2.117457151412964,NA,NA,0.0,NA,NA,1,direct from dataset,1.4431675672531128,0.3911344110965729,260.0,198.0,12.0,35.0,NA,0.23241950571537018,0.06555087864398956,0.0,"{""type"":""Point"",""coordinates"":[-124.40239572629879,43.140139447395946]}"
000000000000000007fe,Oregon,0.036,0.036,NA,NA,NA,NA,CB00,United States,NA,Core-level,NA,6.0,marsh,0-15cm,0.5,0.4668594300746918,0.01,43.36718_-124.1701,80.24336242675781,EA,NA,NA,4.61405738223798,Estimated (our equation),NA,NA,4.61405738223798,NA,NA,NA,Thorne et al 2015,113.0,105.0,NA,2.0,11.04294,NA,11.04294,NA,NA,NA,Thorne et al 2015 CB00,NA,CCRCN,1.0925434827804565,NA,NA,0.0,NA,NA,1,direct from dataset,0.9680500030517578,0.21637190878391266,264.0,209.0,11.0,35.0,NA,0.20406939089298248,0.056188758462667465,0.0,"{""type"":""Point"",""coordinates"":[-124.17009885691957,43.36717903663319]}"
000000000000000007ff,Oregon,0.043,0.043,NA,NA,NA,NA,CB03,United States,NA,Core-level,NA,6.0,marsh,0-15cm,0.5,0.4003637731075287,0.01,43.37102_-124.1699,80.24336242675781,EA,NA,NA,5.08099183656162,Estimated (our equation),NA,NA,5.08099183656162,NA,NA,NA,Thorne et al 2015,113.0,105.0,NA,2.0,12.13873,NA,12.13873,NA,NA,NA,Thorne et al 2015 CB03,NA,CCRCN,1.0925434827804565,NA,NA,0.0,NA,NA,1,direct from dataset,1.0274906158447266,0.2658354640007019,264.0,209.0,11.0,35.0,NA,0.19887429475784302,0.07558831572532654,0.0,"{""type"":""Point"",""coordinates"":[-124.16989819737216,43.37102278174125]}"
00000000000000000800,Oregon,0.029,0.029,NA,NA,NA,NA,CB06,United States,NA,Core-level,NA,6.0,marsh,0-15cm,0.5,0.4003637731075287,0.01,43.37387_-124.1738,80.24336242675781,EA,NA,NA,4.76279431778836,Estimated (our equation),NA,NA,4.76279431778836,NA,NA,NA,Thorne et al 2015,113.0,105.0,NA,2.0,11.39241,NA,11.39241,NA,NA,NA,Thorne et al 2015 CB06,NA,CCRCN,1.0925434827804565,NA,NA,0.0,NA,NA,1,direct from dataset,0.7961898446083069,0.6329765915870667,264.0,209.0,11.0,35.0,NA,0.19663378596305847,0.07581211626529694,0.0,"{""type"":""Point"",""coordinates"":[-124.17379545169287,43.37387214731441]}"
00000000000000000801,Washington,0.044,0.044,NA,NA,NA,NA,GH01,United States,NA,Core-level,NA,6.0,marsh,0-15cm,0.5,0.3744698464870453,0.01,46.97882_-123.928,93.5380859375,EA,NA,NA,5.35958517599986,Estimated (our equation),NA,NA,5.35958517599986,NA,NA,NA,Thorne et al 2015,107.0,98.0,NA,2.0,12.7907,NA,12.7907,NA,NA,NA,Thorne et al 2015 GH01,NA,CCRCN,9.448509216308594,NA,NA,0.0,NA,NA,1,direct from dataset,1.5976839065551758,1.1915221214294434,322.0,202.0,41.0,16.0,NA,0.30246198177337646,0.11168676614761353,0.0,"{""type"":""Point"",""coordinates"":[-123.92800088342482,46.97881901666957]}"
00000000000000000802,Washington,0.037,0.037,NA,NA,NA,NA,GH03,United States,NA,Core-level,NA,6.0,marsh,0-15cm,0.5,0.33521774411201477,0.01,46.9801_-123.9301,93.5380859375,EA,NA,NA,1.47402642496252,Estimated (our equation),NA,NA,1.47402642496252,NA,NA,NA,Thorne et al 2015,107.0,98.0,NA,2.0,3.571429,NA,3.571429,NA,NA,NA,Thorne et al 2015 GH03,NA,CCRCN,9.448509216308594,NA,NA,0.0,NA,NA,1,direct from dataset,1.465500831604004,0.19336245954036713,322.0,202.0,41.0,16.0,NA,0.3187780976295471,0.12932375073432922,0.0,"{""type"":""Point"",""coordinates"":[-123.93010112002098,46.980098778671916]}"
00000000000000000803,Washington,0.124,0.124,NA,NA,NA,NA,GH06,United States,NA,Core-level,NA,6.0,marsh,0-15cm,0.5,0.33521774411201477,0.01,46.98092_-123.9322,93.5380859375,EA,NA,NA,25.7292689943005,Estimated (our equation),NA,NA,25.7292689943005,NA,NA,NA,Thorne et al 2015,107.0,98.0,NA,2.0,57.2549,NA,57.2549,NA,NA,NA,Thorne et al 2015 GH06,NA,CCRCN,9.448509216308594,NA,NA,0.0,NA,NA,1,direct from dataset,1.4095104932785034,0.4745044708251953,322.0,202.0,41.0,16.0,NA,0.12013798207044601,0.057734567672014236,0.0,"{""type"":""Point"",""coordinates"":[-123.9321968975161,46.98091925326574]}"
00000000000000000804,Washington,0.085,0.085,NA,NA,NA,NA,NQ01,United States,NA,Core-level,NA,6.0,marsh,0-15cm,0.5,0.541843056678772,0.01,47.09136_-122.6963,135.39903259277344,EA,NA,NA,1.737590061641,Estimated (our equation),NA,NA,1.737590061641,NA,NA,NA,Thorne et al 2015,141.0,141.0,NA,2.0,4.205607,NA,4.205607,NA,NA,NA,Thorne et al 2015 NQ01,NA,CCRCN,1.4942283630371094,NA,NA,0.0,NA,NA,1,direct from dataset,2.2268240451812744,0.19630742073059082,175.0,249.0,20.0,3.0,NA,0.2559920847415924,0.09874216467142105,0.2875734269618988,"{""type"":""Point"",""coordinates"":[-122.69629461313883,47.09135780905645]}"
00000000000000000805,Washington,0.067,0.067,NA,NA,NA,NA,NQ04,United States,NA,Core-level,NA,6.0,marsh,0-15cm,0.5,0.541843056678772,0.01,47.09189_-122.6931,135.39793395996094,EA,NA,NA,7.50491408551881,Estimated (our equation),NA,NA,7.50491408551881,NA,NA,NA,Thorne et al 2015,141.0,141.0,NA,2.0,17.7665,NA,17.7665,NA,NA,NA,Thorne et al 2015 NQ04,NA,CCRCN,1.4942283630371094,NA,NA,0.0,NA,NA,1,direct from dataset,1.7911150455474854,0.34437060356140137,176.0,249.0,20.0,3.0,NA,0.2315846085548401,0.08028213679790497,0.2875734269618988,"{""type"":""Point"",""coordinates"":[-122.6931018967846,47.091888442081796]}"
00000000000000000806,Washington,0.089,0.089,NA,NA,NA,NA,NQ06,United States,NA,Core-level,NA,6.0,marsh,0-15cm,0.5,0.541843056678772,0.01,47.09197_-122.6908,135.40809631347656,EA,NA,NA,2.07803725579732,Estimated (our equation),NA,NA,2.07803725579732,NA,NA,NA,Thorne et al 2015,141.0,141.0,NA,2.0,5.022831,NA,5.022831,NA,NA,NA,Thorne et al 2015 NQ06,NA,CCRCN,1.4942283630371094,NA,NA,0.0,NA,NA,1,direct from dataset,0.0,2.083801031112671,175.0,249.0,20.0,3.0,NA,0.1186298280954361,0.05296441540122032,0.28757354617118835,"{""type"":""Point"",""coordinates"":[-122.69080545974204,47.09196870590077]}"
00000000000000000807,Washington,0.135,0.135,NA,NA,NA,NA,PS02,United States,NA,Core-level,NA,5.0,marsh,0-15cm,0.5,0.5493313074111938,0.01,48.19494_-122.364,135.5801544189453,EA,NA,NA,3.61243055795806,Estimated (our equation),NA,NA,3.61243055795806,NA,NA,NA,Thorne et al 2015,123.0,123.0,NA,2.0,8.679245,NA,8.679245,NA,NA,NA,Thorne et al 2015 PS02,NA,CCRCN,6.229323387145996,NA,NA,0.0,NA,NA,1,direct from dataset,1.1654645204544067,0.42851462960243225,110.0,227.0,30.0,12.0,NA,0.3204689621925354,0.13408882915973663,0.38541603088378906,"{""type"":""Point"",""coordinates"":[-122.36399794353503,48.19494072877376]}"
00000000000000000808,Washington,0.186,0.186,NA,NA,NA,NA,PS04,United States,NA,Core-level,NA,5.0,marsh,0-15cm,0.5,0.5493313074111938,0.01,48.19248_-122.3634,135.5801544189453,EA,NA,NA,3.95668588740203,Estimated (our equation),NA,NA,3.95668588740203,NA,NA,NA,Thorne et al 2015,123.0,123.0,NA,2.0,9.493671,NA,9.493671,NA,NA,NA,Thorne et al 2015 PS04,NA,CCRCN,6.229323387145996,NA,NA,0.0,NA,NA,1,direct from dataset,0.7084859609603882,0.1357465237379074,110.0,227.0,30.0,12.0,NA,0.16287842392921448,0.08372978866100311,0.38541603088378906,"{""type"":""Point"",""coordinates"":[-122.3634048830949,48.192479304992254]}"
00000000000000000809,Washington,0.145,0.145,NA,NA,NA,NA,PS05,United States,NA,Core-level,NA,5.0,marsh,0-15cm,0.5,0.4534587264060974,0.01,48.18589_-122.362,135.5801544189453,EA,NA,NA,0.753735180585055,Estimated (our equation),NA,NA,0.753735180585055,NA,NA,NA,Thorne et al 2015,122.0,122.0,NA,2.0,1.831502,NA,1.831502,NA,NA,NA,Thorne et al 2015 PS05,NA,CCRCN,6.229323387145996,NA,NA,0.0,NA,NA,1,direct from dataset,0.0,0.0,111.0,225.0,30.0,11.0,NA,0.1058129072189331,0.09151339530944824,0.3854160010814667,"{""type"":""Point"",""coordinates"":[-122.36200026626305,48.18588875363526]}"
0000000000000000080a,Washington,0.148,0.148,NA,NA,NA,NA,SK02,United States,NA,Core-level,NA,6.0,marsh,0-15cm,0.5,0.33115747570991516,0.01,47.34072_-123.1453,134.9694366455078,EA,NA,NA,9.11684279967784,Estimated (our equation),NA,NA,9.11684279967784,NA,NA,NA,Thorne et al 2015,141.0,141.0,NA,2.0,21.45455,NA,21.45455,NA,NA,NA,Thorne et al 2015 SK02,NA,CCRCN,1.4141578674316406,NA,NA,0.0,NA,NA,1,direct from dataset,1.5877747535705566,0.4853375554084778,266.0,252.0,26.0,9.0,NA,0.2273542881011963,0.07276590913534164,0.507139265537262,"{""type"":""Point"",""coordinates"":[-123.14530379371557,47.34071965816724]}"
0000000000000000080b,Washington,0.222,0.222,NA,NA,NA,NA,SK04,United States,NA,Core-level,NA,6.0,marsh,0-15cm,0.5,0.33115747570991516,0.01,47.34247_-123.1433,134.9694366455078,EA,NA,NA,9.78589337576823,Estimated (our equation),NA,NA,9.78589337576823,NA,NA,NA,Thorne et al 2015,141.0,141.0,NA,2.0,22.97297,NA,22.97297,NA,NA,NA,Thorne et al 2015 SK04,NA,CCRCN,1.4141578674316406,NA,NA,0.0,NA,NA,1,direct from dataset,1.2515666484832764,0.5219466686248779,267.0,251.0,26.0,9.0,NA,0.20411495864391327,0.06588679552078247,0.5071395039558411,"{""type"":""Point"",""coordinates"":[-123.14330165734256,47.34246762578019]}"
0000000000000000080c,Washington,0.138,0.138,NA,NA,NA,NA,SK06,United States,NA,Core-level,NA,6.0,marsh,0-15cm,0.5,0.33115747570991516,0.01,47.34353_-123.1413,135.12692260742188,EA,NA,NA,4.51964221041863,Estimated (our equation),NA,NA,4.51964221041863,NA,NA,NA,Thorne et al 2015,141.0,141.0,NA,2.0,10.8209,NA,10.8209,NA,NA,NA,Thorne et al 2015 SK06,NA,CCRCN,1.4141578674316406,NA,NA,0.0,NA,NA,1,direct from dataset,0.40605831146240234,1.3411734104156494,265.0,251.0,25.0,9.0,NA,0.11787637323141098,0.060723818838596344,0.5071395039558411,"{""type"":""Point"",""coordinates"":[-123.1412950618685,47.343528891830914]}"
0000000000000000080d,Oregon,0.1081818,0.1081818,NA,NA,NA,NA,SZ02,United States,NA,Core-level,NA,6.0,marsh,0-15cm,0.5,0.296027272939682,0.01,44.88808_-123.9955,87.36474609375,EA,NA,NA,8.74207011427102,Estimated (our equation),NA,NA,8.74207011427102,NA,NA,NA,Thorne et al 2015,111.0,102.0,NA,2.0,20.60086,NA,20.60086,NA,NA,NA,Thorne et al 2015 SZ02,NA,CCRCN,1.3053255081176758,NA,NA,0.0,NA,NA,1,direct from dataset,1.1959283351898193,1.2644084692001343,351.0,205.0,31.0,29.0,NA,0.2890443801879883,0.10348688066005707,0.07104651629924774,"{""type"":""Point"",""coordinates"":[-123.99549829607082,44.88808030574041]}"
0000000000000000080e,Oregon,0.2254545,0.2254545,NA,NA,NA,NA,SZ03,United States,NA,Core-level,NA,6.0,marsh,0-15cm,0.5,0.33807262778282166,0.01,44.89233_-124.0028,87.36474609375,EA,NA,NA,12.6983328477103,Estimated (our equation),NA,NA,12.6983328477103,NA,NA,NA,Thorne et al 2015,111.0,102.0,NA,2.0,29.50139,NA,29.50139,NA,NA,NA,Thorne et al 2015 SZ03,NA,CCRCN,1.3053255081176758,NA,NA,0.0,NA,NA,1,direct from dataset,1.073587417602539,0.35801172256469727,352.0,205.0,32.0,29.0,NA,0.3065634071826935,0.09784292429685593,0.07104658335447311,"{""type"":""Point"",""coordinates"":[-124.00279784449532,44.89232982904434]}"
0000000000000000080f,Oregon,0.06818182,0.06818182,NA,NA,NA,NA,SZ05,United States,NA,Core-level,NA,6.0,marsh,0-15cm,0.5,0.33703508973121643,0.01,44.89636_-124.0129,87.36474609375,EA,NA,NA,5.75782502234565,Estimated (our equation),NA,NA,5.75782502234565,NA,NA,NA,Thorne et al 2015,110.0,101.0,NA,2.0,13.72032,NA,13.72032,NA,NA,NA,Thorne et al 2015 SZ05,NA,CCRCN,1.3053255081176758,NA,NA,0.0,NA,NA,1,direct from dataset,1.3317893743515015,0.10748844593763351,352.0,203.0,32.0,29.0,NA,0.23256634175777435,0.09097595512866974,0.07104647904634476,"{""type"":""Point"",""coordinates"":[-124.01290216748244,44.8963563972956]}"
00000000000000000810,Washington,0.111,0.111,NA,NA,NA,NA,WB01,United States,NA,Core-level,NA,6.0,marsh,0-15cm,0.5,0.2894962728023529,0.01,46.37194_-124.0057,91.45976257324219,EA,NA,NA,5.87275820252402,Estimated (our equation),NA,NA,5.87275820252402,NA,NA,NA,Thorne et al 2015,104.0,96.0,NA,2.0,13.9881,NA,13.9881,NA,NA,NA,Thorne et al 2015 WB01,NA,CCRCN,5.268254280090332,NA,NA,0.0,NA,NA,1,direct from dataset,1.3258452415466309,0.15196022391319275,329.0,197.0,39.0,19.0,NA,0.22320641577243805,0.09801267832517624,-0.005616658832877874,"{""type"":""Point"",""coordinates"":[-124.00570071928111,46.371939822396634]}"
00000000000000000811,Washington,0.151,0.151,NA,NA,NA,NA,WB04,United States,NA,Core-level,NA,6.0,marsh,0-15cm,0.5,0.2894962728023529,0.01,46.37571_-124.0058,91.31251525878906,EA,NA,NA,2.90096350155291,Estimated (our equation),NA,NA,2.90096350155291,NA,NA,NA,Thorne et al 2015,104.0,96.0,NA,2.0,6.989247,NA,6.989247,NA,NA,NA,Thorne et al 2015 WB04,NA,CCRCN,5.268254280090332,NA,NA,0.0,NA,NA,1,direct from dataset,0.9310241937637329,0.3568521738052368,329.0,196.0,39.0,19.0,NA,0.17540208995342255,0.11621271073818207,0.0,"{""type"":""Point"",""coordinates"":[-124.00579881950429,46.3757077627868]}"
00000000000000000812,Washington,0.336,0.336,NA,NA,NA,NA,WB06,United States,NA,Core-level,NA,6.0,marsh,0-15cm,0.5,0.23882882297039032,0.01,46.37944_-124.0042,91.31251525878906,EA,NA,NA,3.67068167708581,Estimated (our equation),NA,NA,3.67068167708581,NA,NA,NA,Thorne et al 2015,104.0,96.0,NA,2.0,8.817204,NA,8.817204,NA,NA,NA,Thorne et al 2015 WB06,NA,CCRCN,4.946994304656982,NA,NA,0.0,NA,NA,1,direct from dataset,0.0,0.0,329.0,196.0,39.0,19.0,NA,0.09986993670463562,0.06017271801829338,0.0,"{""type"":""Point"",""coordinates"":[-124.00420246132717,46.379440030368535]}"
00000000000000000815,California,0.2654867,0.2654867,NA,NA,NA,NA,Bair_Island_1,United States,NA,Core-level,NA,6.0,marsh,0-15cm,2,0.5529409050941467,0.04,37.5225_-122.2152,68.1202621459961,EA,NA,NA,19.3745626176576,Estimated (our equation),NA,NA,19.3745626176576,NA,NA,NA,Watson and Byrne 2013,132.0,123.0,NA,2.0,44,NA,44,NA,NA,NA,Watson and Byrne 2013 Bair_Island_1,NA,CCRCN,17.698617935180664,NA,NA,0.0,NA,NA,1,direct from dataset,1.1382139921188354,0.35933613777160645,101.0,244.0,1.0,44.0,NA,0.1454644501209259,0.03700461611151695,0.0,"{""type"":""Point"",""coordinates"":[-122.21520220048257,37.52249705374902]}"
00000000000000000816,California,0.5915,0.5915,NA,NA,NA,NA,Bair_Island_2,United States,NA,Core-level,NA,6.0,marsh,0-15cm,2,0.48069778084754944,0.04,37.52142_-122.2094,68.1202621459961,EA,NA,NA,12.0233839030809,Estimated (our equation),NA,NA,12.0233839030809,NA,NA,NA,Watson and Byrne 2013,132.0,123.0,NA,2.0,28,NA,28,NA,NA,NA,Watson and Byrne 2013 Bair_Island_2,NA,CCRCN,17.698617935180664,NA,NA,0.0,NA,NA,1,direct from dataset,1.2596648931503296,0.4442894458770752,101.0,244.0,1.0,44.0,NA,0.18651995062828064,0.039013609290122986,0.0,"{""type"":""Point"",""coordinates"":[-122.20939645091099,37.52141795129408]}"
00000000000000000817,California,0.5449,0.5449,NA,NA,NA,NA,Bair_Island_3,United States,NA,Core-level,NA,6.0,marsh,0-15cm,2,0.6792994737625122,0.04,37.51719_-122.2157,68.1202621459961,EA,NA,NA,8.91716999665164,Estimated (our equation),NA,NA,8.91716999665164,NA,NA,NA,Watson and Byrne 2013,132.0,123.0,NA,2.0,21,NA,21,NA,NA,NA,Watson and Byrne 2013 Bair_Island_3,NA,CCRCN,17.698617935180664,NA,NA,0.0,NA,NA,1,direct from dataset,1.5088834762573242,0.27623841166496277,101.0,244.0,1.0,44.0,NA,0.16421911120414734,0.03140362724661827,0.0,"{""type"":""Point"",""coordinates"":[-122.21569716069952,37.51719072349542]}"
00000000000000000818,California,0.6754,0.6754,NA,NA,NA,NA,Bair_Island_4,United States,NA,Core-level,NA,6.0,marsh,0-15cm,2,0.6792994737625122,0.04,37.51194_-122.2192,68.1202621459961,EA,NA,NA,8.04197025979336,Estimated (our equation),NA,NA,8.04197025979336,NA,NA,NA,Watson and Byrne 2013,132.0,123.0,NA,2.0,19,NA,19,NA,NA,NA,Watson and Byrne 2013 Bair_Island_4,NA,CCRCN,17.698617935180664,NA,NA,0.0,NA,NA,1,direct from dataset,1.0412958860397339,0.40559202432632446,102.0,244.0,1.0,44.0,NA,0.1435675024986267,0.036174412816762924,0.0,"{""type"":""Point"",""coordinates"":[-122.21920201412749,37.51193790245445]}"
00000000000000000819,California,0.6847,0.6847,NA,NA,NA,NA,Corkscrew_Slough_1,United States,NA,Core-level,NA,6.0,marsh,0-15cm,2,0.6057863235473633,0.04,37.51975_-122.2327,68.1202621459961,EA,NA,NA,6.7394122800834,Estimated (our equation),NA,NA,6.7394122800834,NA,NA,NA,Watson and Byrne 2013,131.0,121.0,NA,2.0,16,NA,16,NA,NA,NA,Watson and Byrne 2013 Corkscrew_Slough_1,NA,CCRCN,17.715423583984375,NA,NA,0.0,NA,NA,1,direct from dataset,1.1087048053741455,0.1330137401819229,103.0,242.0,1.0,45.0,NA,0.11498129367828369,0.031275246292352676,0.0,"{""type"":""Point"",""coordinates"":[-122.23269525391525,37.51975024750009]}"
0000000000000000081a,California,0.5217,0.5217,NA,NA,NA,NA,Corkscrew_Slough_2,United States,NA,Core-level,NA,6.0,marsh,0-15cm,2,0.661440372467041,0.04,37.51992_-122.2251,68.1202621459961,EA,NA,NA,8.91716999665164,Estimated (our equation),NA,NA,8.91716999665164,NA,NA,NA,Watson and Byrne 2013,132.0,122.0,NA,2.0,21,NA,21,NA,NA,NA,Watson and Byrne 2013 Corkscrew_Slough_2,NA,CCRCN,17.715423583984375,NA,NA,0.0,NA,NA,1,direct from dataset,1.0524309873580933,0.16005092859268188,102.0,244.0,1.0,45.0,NA,0.15723806619644165,0.043261803686618805,0.0,"{""type"":""Point"",""coordinates"":[-122.22509694572015,37.51991969334013]}"
0000000000000000081b,California,0.7219,0.7219,NA,NA,NA,NA,Coyote_Creek_1,United States,NA,Core-level,NA,6.0,marsh,0-15cm,2,0.48822087049484253,0.04,37.46778_-121.9457,68.33560943603516,EA,NA,NA,3.7479045801216,Estimated (our equation),NA,NA,3.7479045801216,NA,NA,NA,Watson and Byrne 2013,151.0,139.0,NA,2.0,9,NA,9,NA,NA,NA,Watson and Byrne 2013 Coyote_Creek_1,NA,CCRCN,14.703683853149414,NA,NA,0.0,NA,NA,1,direct from dataset,1.7779072523117065,0.2642645835876465,69.0,266.0,1.0,48.0,NA,0.15972155332565308,0.0635535717010498,0.12094849348068237,"{""type"":""Point"",""coordinates"":[-121.94570305101439,37.46777942472218]}"
0000000000000000081c,California,0.9455,0.9455,NA,NA,NA,NA,Coyote_Creek_2,United States,NA,Core-level,NA,6.0,marsh,0-15cm,2,0.4254927933216095,0.04,37.45456_-121.9469,68.33987426757812,EA,NA,NA,3.7479045801216,Estimated (our equation),NA,NA,3.7479045801216,NA,NA,NA,Watson and Byrne 2013,151.0,139.0,NA,2.0,9,NA,9,NA,NA,NA,Watson and Byrne 2013 Coyote_Creek_2,NA,CCRCN,15.019710540771484,NA,NA,0.0,NA,NA,1,direct from dataset,1.7792627811431885,0.30255967378616333,70.0,266.0,1.0,48.0,NA,0.21230506896972656,0.07782673835754395,0.12094851583242416,"{""type"":""Point"",""coordinates"":[-121.94689809009674,37.454558190098716]}"
0000000000000000081d,California,0.7778,0.7778,NA,NA,NA,NA,Coyote_Creek_3,United States,NA,Core-level,NA,6.0,marsh,0-15cm,2,0.4214491844177246,0.04,37.46039_-121.9535,68.33987426757812,EA,NA,NA,4.59579331544,Estimated (our equation),NA,NA,4.59579331544,NA,NA,NA,Watson and Byrne 2013,149.0,138.0,NA,2.0,11,NA,11,NA,NA,NA,Watson and Byrne 2013 Coyote_Creek_3,NA,CCRCN,15.019710540771484,NA,NA,0.0,NA,NA,1,direct from dataset,1.5852750539779663,0.19993765652179718,70.0,264.0,1.0,48.0,NA,0.1262935847043991,0.035323113203048706,0.12094857543706894,"{""type"":""Point"",""coordinates"":[-121.95349755965586,37.46038623517558]}"
0000000000000000081e,California,1.225,1.225,NA,NA,NA,NA,Coyote_Creek_4,United States,NA,Core-level,NA,6.0,marsh,0-15cm,2,0.4214491844177246,0.04,37.45953_-121.9537,68.33987426757812,EA,NA,NA,5.02178600821469,Estimated (our equation),NA,NA,5.02178600821469,NA,NA,NA,Watson and Byrne 2013,149.0,138.0,NA,2.0,12,NA,12,NA,NA,NA,Watson and Byrne 2013 Coyote_Creek_4,NA,CCRCN,15.019710540771484,NA,NA,0.0,NA,NA,1,direct from dataset,1.3663486242294312,0.06992805004119873,70.0,264.0,1.0,48.0,NA,0.15471985936164856,0.04109165444970131,0.12094857543706894,"{""type"":""Point"",""coordinates"":[-121.95369821920323,37.45953008777331]}"
0000000000000000081f,California,0.694,0.694,NA,NA,NA,NA,Damon_Slough_1,United States,NA,Core-level,NA,6.0,marsh,0-15cm,2,0.772827684879303,0.04,37.75367_-122.2123,64.60150909423828,EA,NA,NA,9.7978319338179,Estimated (our equation),NA,NA,9.7978319338179,NA,NA,NA,Watson and Byrne 2013,121.0,112.0,NA,2.0,23,NA,23,NA,NA,NA,Watson and Byrne 2013 Damon_Slough_1,NA,CCRCN,16.05643081665039,NA,NA,0.0,NA,NA,1,direct from dataset,0.973571240901947,0.14355674386024475,121.0,237.0,1.0,56.0,NA,0.18684692680835724,0.07249495387077332,0.09434143453836441,"{""type"":""Point"",""coordinates"":[-122.21230378479783,37.75367022966281]}"
00000000000000000820,California,0.326,0.326,NA,NA,NA,NA,Damon_Slough_2,United States,NA,Core-level,NA,6.0,marsh,0-15cm,0.5,0.772827684879303,0.01,37.75364_-122.2133,64.60150909423828,EA,NA,NA,17.5039947371656,Estimated (our equation),NA,NA,17.5039947371656,NA,NA,NA,Watson and Byrne 2013,121.0,112.0,NA,2.0,40,NA,40,NA,NA,NA,Watson and Byrne 2013 Damon_Slough_2,NA,CCRCN,16.05643081665039,NA,NA,0.0,NA,NA,1,direct from dataset,0.6500425934791565,1.296671748161316,121.0,237.0,1.0,56.0,NA,0.1498018205165863,0.06473787128925323,0.09434143453836441,"{""type"":""Point"",""coordinates"":[-122.21330262343382,37.753639015955436]}"
00000000000000000821,California,0.7732,0.7732,NA,NA,NA,NA,Greco_Island_1,United States,NA,Core-level,NA,6.0,marsh,0-15cm,2,0.5075981616973877,0.04,37.50186_-122.1718,68.18914031982422,EA,NA,NA,8.04197025979336,Estimated (our equation),NA,NA,8.04197025979336,NA,NA,NA,Watson and Byrne 2013,136.0,126.0,NA,2.0,19,NA,19,NA,NA,NA,Watson and Byrne 2013 Greco_Island_1,NA,CCRCN,19.300548553466797,NA,NA,0.0,NA,NA,1,direct from dataset,1.159674882888794,0.330397367477417,93.0,248.0,1.0,42.0,NA,0.12281490117311478,0.024753980338573456,0.0,"{""type"":""Point"",""coordinates"":[-122.17179731082832,37.50186033407367]}"
00000000000000000822,California,0.8337,0.8337,NA,NA,NA,NA,Greco_Island_2,United States,NA,Core-level,NA,6.0,marsh,0-15cm,2,0.5075981616973877,0.04,37.50075_-122.1718,68.18914031982422,EA,NA,NA,5.87786804399506,Estimated (our equation),NA,NA,5.87786804399506,NA,NA,NA,Watson and Byrne 2013,136.0,126.0,NA,2.0,14,NA,14,NA,NA,NA,Watson and Byrne 2013 Greco_Island_2,NA,CCRCN,19.300548553466797,NA,NA,0.0,NA,NA,1,direct from dataset,1.255971908569336,0.23523204028606415,93.0,248.0,1.0,42.0,NA,0.1352754831314087,0.03321169689297676,0.0,"{""type"":""Point"",""coordinates"":[-122.17179731082832,37.500750017911365]}"
00000000000000000823,California,0.6986,0.6986,NA,NA,NA,NA,Mud_Slough_1,United States,NA,Core-level,NA,6.0,marsh,0-15cm,2,0.48822087049484253,0.04,37.46983_-121.9499,68.33560943603516,EA,NA,NA,3.7479045801216,Estimated (our equation),NA,NA,3.7479045801216,NA,NA,NA,Watson and Byrne 2013,151.0,139.0,NA,2.0,9,NA,9,NA,NA,NA,Watson and Byrne 2013 Mud_Slough_1,NA,CCRCN,14.703683853149414,NA,NA,0.0,NA,NA,1,direct from dataset,1.9346091747283936,0.23263582587242126,69.0,266.0,1.0,48.0,NA,0.15675516426563263,0.0672861784696579,0.0,"{""type"":""Point"",""coordinates"":[-121.94989906510568,37.46983061120676]}"
